id,type,date,from,from_id,text,photo,has_photo,media_type,year,month,day,hour,day_of_week,day_name,hour_sin,hour_cos,day_sin,day_cos,period_of_day,is_weekend,events_in_window,time_since_last,time_to_next,events_per_hour,text_length,word_count,has_alarma,has_movimiento,has_puerta,has_sensor,has_alerta,events_same_day,avg_events_this_hour,photos_same_day
433,message,2025-10-23 18:47:51,Cam_Salvador,user8053172513,⚠️ Motion Detected!,chats/chat_1/photos/photo_31@23-10-2025_18-47-51.jpg,True,,2025,10,23,18,3,Thursday,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,Tarde,0,5.0,0.35,0.31666666666666665,15,19,3,0,0,0,0,0,92,41,92.0
434,message,2025-10-23 18:48:10,Cam_Salvador,user8053172513,⚠️ Motion Detected!,chats/chat_1/photos/photo_32@23-10-2025_18-48-10.jpg,True,,2025,10,23,18,3,Thursday,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,Tarde,0,6.0,0.31666666666666665,0.45,15,19,3,0,0,0,0,0,92,41,92.0
435,message,2025-10-23 18:48:37,Cam_Salvador,user8053172513,⚠️ Motion Detected!,chats/chat_1/photos/photo_33@23-10-2025_18-48-37.jpg,True,,2025,10,23,18,3,Thursday,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,Tarde,0,7.0,0.45,0.3,15,19,3,0,0,0,0,0,92,41,92.0
436,message,2025-10-23 18:48:55,Cam_Salvador,user8053172513,⚠️ Motion Detected!,chats/chat_1/photos/photo_34@23-10-2025_18-48-55.jpg,True,,2025,10,23,18,3,Thursday,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,Tarde,0,8.0,0.3,0.38333333333333336,15,19,3,0,0,0,0,0,92,41,92.0
437,message,2025-10-23 18:49:18,Cam_Salvador,user8053172513,⚠️ Motion Detected!,chats/chat_1/photos/photo_35@23-10-2025_18-49-18.jpg,True,,2025,10,23,18,3,Thursday,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,Tarde,0,9.0,0.38333333333333336,0.25,15,19,3,0,0,0,0,0,92,41,92.0
438,message,2025-10-23 18:49:33,Cam_Salvador,user8053172513,⚠️ Motion Detected!,chats/chat_1/photos/photo_36@23-10-2025_18-49-33.jpg,True,,2025,10,23,18,3,Thursday,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,Tarde,0,10.0,0.25,0.3,15,19,3,0,0,0,0,0,92,41,92.0
439,message,2025-10-23 18:49:51,Cam_Salvador,user8053172513,⚠️ Motion Detected!,chats/chat_1/photos/photo_37@23-10-2025_18-49-51.jpg,True,,2025,10,23,18,3,Thursday,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,Tarde,0,11.0,0.3,0.3333333333333333,15,19,3,0,0,0,0,0,92,41,92.0
440,message,2025-10-23 18:50:11,Cam_Salvador,user8053172513,⚠️ Motion Detected!,chats/chat_1/photos/photo_38@23-10-2025_18-50-11.jpg,True,,2025,10,23,18,3,Thursday,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,Tarde,0,12.0,0.3333333333333333,0.31666666666666665,15,19,3,0,0,0,0,0,92,41,92.0
441,message,2025-10-23 18:50:30,Cam_Salvador,user8053172513,⚠️ Motion Detected!,chats/chat_1/photos/photo_39@23-10-2025_18-50-30.jpg,True,,2025,10,23,18,3,Thursday,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,Tarde,0,13.0,0.31666666666666665,0.3333333333333333,15,19,3,0,0,0,0,0,92,41,92.0
442,message,2025-10-23 18:50:50,Cam_Salvador,user8053172513,⚠️ Motion Detected!,chats/chat_1/photos/photo_40@23-10-2025_18-50-50.jpg,True,,2025,10,23,18,3,Thursday,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,Tarde,0,14.0,0.3333333333333333,1.75,15,19,3,0,0,0,0,0,92,41,92.0
443,message,2025-10-23 18:52:35,Cam_Salvador,user8053172513,⚠️ Motion Detected!,chats/chat_1/photos/photo_41@23-10-2025_18-52-35.jpg,True,,2025,10,23,18,3,Thursday,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,Tarde,0,15.0,1.75,27.45,15,19,3,0,0,0,0,0,92,41,92.0
445,message,2025-10-23 19:20:02,Cam_Salvador,user8053172513,⚠️ Motion Detected!,chats/chat_1/photos/photo_42@23-10-2025_19-20-02.jpg,True,,2025,10,23,19,3,Thursday,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,Noche,0,16.0,27.45,0.25,12,19,3,0,0,0,0,0,92,12,92.0
446,message,2025-10-23 19:20:17,Cam_Salvador,user8053172513,⚠️ Motion Detected!,chats/chat_1/photos/photo_43@23-10-2025_19-20-17.jpg,True,,2025,10,23,19,3,Thursday,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,Noche,0,17.0,0.25,0.2,12,19,3,0,0,0,0,0,92,12,92.0
447,message,2025-10-23 19:20:29,Cam_Salvador,user8053172513,⚠️ Motion Detected!,chats/chat_1/photos/photo_44@23-10-2025_19-20-29.jpg,True,,2025,10,23,19,3,Thursday,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,Noche,0,18.0,0.2,2.6666666666666665,12,19,3,0,0,0,0,0,92,12,92.0
448,message,2025-10-23 19:23:09,Cam_Salvador,user8053172513,⚠️ Motion Detected!,chats/chat_1/photos/photo_45@23-10-2025_19-23-09.jpg,True,,2025,10,23,19,3,Thursday,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,Noche,0,19.0,2.6666666666666665,0.06666666666666667,12,19,3,0,0,0,0,0,92,12,92.0
449,message,2025-10-23 19:23:13,Cam_Salvador,user8053172513,⚠️ Motion Detected!,chats/chat_1/photos/photo_46@23-10-2025_19-23-13.jpg,True,,2025,10,23,19,3,Thursday,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,Noche,0,20.0,0.06666666666666667,0.8166666666666667,12,19,3,0,0,0,0,0,92,12,92.0
450,message,2025-10-23 19:24:02,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_47@23-10-2025_19-24-02.jpg,True,,2025,10,23,19,3,Thursday,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,Noche,0,21.0,0.8166666666666667,0.25,12,55,9,0,1,0,0,0,92,12,92.0
451,message,2025-10-23 19:24:17,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_48@23-10-2025_19-24-17.jpg,True,,2025,10,23,19,3,Thursday,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,Noche,0,22.0,0.25,0.7666666666666667,12,55,9,0,1,0,0,0,92,12,92.0
452,message,2025-10-23 19:25:03,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_49@23-10-2025_19-25-03.jpg,True,,2025,10,23,19,3,Thursday,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,Noche,0,23.0,0.7666666666666667,0.2833333333333333,12,55,9,0,1,0,0,0,92,12,92.0
453,message,2025-10-23 19:25:20,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_50@23-10-2025_19-25-20.jpg,True,,2025,10,23,19,3,Thursday,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,Noche,0,24.0,0.2833333333333333,1.45,12,55,9,0,1,0,0,0,92,12,92.0
454,message,2025-10-23 19:26:47,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_51@23-10-2025_19-26-47.jpg,True,,2025,10,23,19,3,Thursday,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,Noche,0,25.0,1.45,0.3,12,55,9,0,1,0,0,0,92,12,92.0
455,message,2025-10-23 19:27:05,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_52@23-10-2025_19-27-05.jpg,True,,2025,10,23,19,3,Thursday,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,Noche,0,26.0,0.3,0.26666666666666666,12,55,9,0,1,0,0,0,92,12,92.0
456,message,2025-10-23 19:27:21,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_53@23-10-2025_19-27-21.jpg,True,,2025,10,23,19,3,Thursday,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,Noche,0,27.0,0.26666666666666666,66.51666666666667,12,55,9,0,1,0,0,0,92,12,92.0
457,message,2025-10-23 20:33:52,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_54@23-10-2025_20-33-52.jpg,True,,2025,10,23,20,3,Thursday,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,Noche,0,1.0,66.51666666666667,0.26666666666666666,22,55,9,0,1,0,0,0,92,22,92.0
458,message,2025-10-23 20:34:08,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_55@23-10-2025_20-34-08.jpg,True,,2025,10,23,20,3,Thursday,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,Noche,0,2.0,0.26666666666666666,6.683333333333334,22,55,9,0,1,0,0,0,92,22,92.0
459,message,2025-10-23 20:40:49,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_56@23-10-2025_20-40-49.jpg,True,,2025,10,23,20,3,Thursday,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,Noche,0,3.0,6.683333333333334,0.4166666666666667,22,55,9,0,1,0,0,0,92,22,92.0
